CertificateRequestType_DialogState_EffectiveDisplayName,491,Variable
CertificateRequestType_DialogState_TransitionTime,492,Variable
CertificateRequestType_DialogState_EffectiveTransitionTime,493,Variable
CertificateRequestType_DialogState_TrueState,494,Variable
CertificateRequestType_DialogState_FalseState,495,Variable
CertificateRequestType_Prompt,496,Variable
CertificateRequestType_ResponseOptionSet,497,Variable
CertificateRequestType_DefaultResponse,498,Variable
CertificateRequestType_OkResponse,499,Variable
CertificateRequestType_CancelResponse,500,Variable
CertificateRequestType_LastResponse,501,Variable
CertificateRequestType_Respond,502,Method
CertificateRequestType_Respond_InputArguments,503,Variable
CertificateRequestType_ApplicationUri,504,Variable
CertificateRequestType_ApplicationType,505,Variable
CertificateRequestType_SubjectName,507,Variable
CertificateRequestType_DomainNames,508,Variable
RootDirectoryEntryType,509,ObjectType
RootDirectoryEntryType_CertificateRequests,510,Object
RootDirectoryEntryType_RequestCertificate,514,Method
RootDirectoryEntryType_RequestCertificate_InputArguments,515,Variable
RootDirectoryEntryType_RequestCertificate_OutputArguments,516,Variable
RenewCertificateMethodType,537,Method
RenewCertificateMethodType_InputArguments,538,Variable
RenewCertificateMethodType_OutputArguments,539,Variable
RevokeCertificateMethodType,540,Method
RevokeCertificateMethodType_InputArguments,541,Variable
QueryServersMethodType,542,Method
QueryServersMethodType_InputArguments,543,Variable
QueryServersMethodType_OutputArguments,544,Variable
RootDirectoryEntryType_RenewCertificate,545,Method
RootDirectoryEntryType_RenewCertificate_InputArguments,546,Variable
RootDirectoryEntryType_RenewCertificate_OutputArguments,547,Variable
RootDirectoryEntryType_RevokeCertificate,548,Method
RootDirectoryEntryType_RevokeCertificate_InputArguments,549,Variable
RootDirectoryEntryType_QueryServers,550,Method
RootDirectoryEntryType_QueryServers_InputArguments,551,Variable
RootDirectoryEntryType_QueryServers_OutputArguments,552,Variable
SystemElementType,570,ObjectType
AddressableElementType,571,ObjectType
ApplicationElementType,572,ObjectType
ApplicationElementType_ApplicationUri,573,Variable
ApplicationElementType_ApplicationType,574,Variable
ApplicationElementType_DiscoveryUrls,575,Variable
RootDirectoryEntryType_Applications,577,Object
ApplicationElementType_MachineName,580,Variable
CertificateRequestType_MachineName,581,Variable
CertificateRequestType_IsHttpsCertificate,582,Variable
Directory,584,Object
Directory_CertificateRequests,585,Object
Directory_Applications,586,Object
Directory_RequestCertificate,590,Method
Directory_RequestCertificate_InputArguments,591,Variable
Directory_RequestCertificate_OutputArguments,592,Variable
Directory_RenewCertificate,599,Method
Directory_RenewCertificate_InputArguments,600,Variable
Directory_RenewCertificate_OutputArguments,601,Variable
Directory_RevokeCertificate,602,Method
Directory_RevokeCertificate_InputArguments,603,Variable
Directory_QueryServers,604,Method
Directory_QueryServers_InputArguments,605,Variable
Directory_QueryServers_OutputArguments,606,Variable
RegisterApplicationMethodType,607,Method
RegisterApplicationMethodType_InputArguments,608,Variable
RegisterApplicationMethodType_OutputArguments,609,Variable
CheckRequestStatusMethodType,610,Method
CheckRequestStatusMethodType_InputArguments,611,Variable
CheckRequestStatusMethodType_OutputArguments,612,Variable
RootDirectoryEntryType_RegisterApplication,613,Method
RootDirectoryEntryType_RegisterApplication_InputArguments,614,Variable
RootDirectoryEntryType_RegisterApplication_OutputArguments,615,Variable
RootDirectoryEntryType_CheckRequestStatus,616,Method
RootDirectoryEntryType_CheckRequestStatus_InputArguments,617,Variable
RootDirectoryEntryType_CheckRequestStatus_OutputArguments,618,Variable
Directory_RegisterApplication,619,Method
Directory_RegisterApplication_InputArguments,620,Variable
Directory_RegisterApplication_OutputArguments,621,Variable
Directory_CheckRequestStatus,622,Method
Directory_CheckRequestStatus_InputArguments,623,Variable
Directory_CheckRequestStatus_OutputArguments,624,Variable
GetTrustListMethodType,625,Method
GetTrustListMethodType_InputArguments,626,Variable
GetTrustListMethodType_OutputArguments,627,Variable
CertificateRequestType_ProductUri,628,Variable
RootDirectoryEntryType_GetTrustList,629,Method
RootDirectoryEntryType_GetTrustList_InputArguments,630,Variable
RootDirectoryEntryType_GetTrustList_OutputArguments,631,Variable
AddressableElementType_DnsName,632,Variable
ApplicationElementType_ProductUri,633,Variable
Directory_GetTrustList,634,Method
Directory_GetTrustList_InputArguments,635,Variable
Directory_GetTrustList_OutputArguments,636,Variable
